Title,Alternative Title,Description,Language,Display Note,B1G Language,Creator,Creator ID,Publisher,Provider,Resource Class,Resource Type,Subject,Theme,Keyword,Temporal Coverage,Date Issued,Index Year,Date Range,Spatial Coverage,Geometry,Bounding Box,Centroid,Georeferenced,GeoNames,Relation,Member Of,Is Part Of,Source,Is Version Of,Replaces,Is Replaced By,Rights,Rights Holder,License,Access Rights,Format,File Size,WxS Identifier,B1G Image,ID,Identifier,Code,Accrual Method,Accrual Periodicity,Date Accessioned,Date Retired,Status,Publication State,Suppressed Record,Child Record,Mediator,Access,Created At,Updated At,Documentation,Download,FeatureServer,FGDC,Harvard Download,HTML,IIIF,ImageServer,Information,ISO19139,Manifest,MapServer,MODS,oEmbed,Index Map,TileServer,WCS,WFS,WMS,COG,PMTiles,XYZ Tiles,WMTS,TileJSON,Tile Map Service
Unconsolidated Aquifer Systems: Indiana,"","Five types of unconsolidated aquifers in 12 water-management basins identified by the Indiana Natural Resources Commission (INRC) in Indiana were identified by the USGS in U.S. Geological Survey Water-Resources Investigations Report 92-4142 (Fenelon and others, 1994). The source scale of the maps depicting aquifers was 1:500,000. Aquifer maps are based on information from hydrogeologic sections and from previous studies. Attributes were compiled from tabular information contained in Fenelon and others (1994). Information contained in the report was used to identify mapped rock units within aquifer systems and distribute the aquifer characteristics to those polygons.",eng,"","",Indiana. Geological Survey|United States Geological Survey (USGS),fst00537164|null,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,Hydrology|Aquifers|2022-creator-sprint,1994,2008-09-02,1994,1994-1994,"Indiana|Tippecano County, Indiana|Wabash River, Indiana","POLYGON((-88.1603 41.7545, -84.7395 41.7545, -84.7395 37.7562, -88.1603 37.7562, -88.1603 41.7545))","-88.1603,37.7562,-84.7395,41.7545","39.75535,-86.44990000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Hydrology/Aquifers_Unconsolidated.png,c203fdd0-314d-4127-b1d2-fbfa98f114ec,c203fdd0-314d-4127-b1d2-fbfa98f114ec,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:32 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Hydrology/Aquifers_Unconsolidated.zip,,,,,,,http://maps.indiana.edu/previewMaps/Hydrology/Aquifers_Unconsolidated.html,,,,,,,,,,,,,,,,
Unconsolidated Thickness Contours : Indiana,"",UNCONSOLIDATED_THICKNESS_250k_IGS_IN.SHP is an Esri line shapefile providing a contoured depiction of the thickness of unconsolidated sediments in Indiana. Thickness contours are represented by polylines (50 foot contour interval) each with a single value that provides estimated thickness of unconsolidated deposits in feet.,eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,|2022-creator-sprint,2015,2015-08-17,2015,2015-2015,Indiana,"POLYGON((-88.1573 41.7813, -84.6876 41.7813, -84.6876 37.7552, -88.1573 37.7552, -88.1573 41.7813))","-88.1573,37.7552,-84.6876,41.7813","39.76825,-86.42245",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Surficial_Unconsolidated_Thickness_Contours.png,0d884610-f89a-4ecf-a165-46fa5a898111,0d884610-f89a-4ecf-a165-46fa5a898111,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:32 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Geology/Surficial_Unconsolidated_Thickness_Contours.zip,,,,,,,http://maps.indiana.edu/previewMaps/Geology/Surficial_Unconsolidated_Thickness_Contours.html,,,,,,,,,,,,,,,,
Unconsolidated Thickness DEM : Indiana,"","UNCONSOLIDATED_THICKNESS_DEM_100M_IGS_IN.TIF is digital elevation model (DEM) in TIFF format that shows the thickness of unconsolidated sediments in Indiana, with a 100-meter grid resolution.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Raster data,State government records,Geology,|2022-creator-sprint,2015,2015-08-17,2015,2015-2015,Indiana,"POLYGON((-88.1613 41.7817, -84.687 41.7817, -84.687 37.7547, -88.1613 37.7547, -88.1613 41.7817))","-88.1613,37.7547,-84.687,41.7817","39.7682,-86.42415",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,GeoTIFF,,,http://maps.indiana.edu/images/Geology/Surficial_Unconsolidated_Thickness_DEM.png,1da88d05-7b51-48ae-b5d5-4711c052b3f2,1da88d05-7b51-48ae-b5d5-4711c052b3f2,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:35 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Geology/Surficial_Unconsolidated_Thickness_DEM.zip,,,,,,,http://maps.indiana.edu/previewMaps/Geology/Surficial_Unconsolidated_Thickness_DEM.html,,,,,,,,,,,,,,,,
"Underground Coal Mines: Indiana, 2008","","COAL_MINE_ENTRIES_DNR_IN.SHP contains the entrance locations of all documented underground coal mine entrances that have operated in the coal region of Indiana since the mid-1880s, up to December 31, 2016. COAL_MINE_ENTRIES_DNR_IN.SHP is attributed to allow the mine entrances to be differentiated based on entrance type (hoist shaft, other shafts, slope, unknown), depth, mine number, and source information (map number).  The following is excerpted from the metadata provided by IDNR, Division of Reclamation, for the source point feature class named ""COAL_ENTRY_GEOREF"":  ""Coal_Mine_Entries_DNR_IN is a compilation of all documented underground coal mine entrances in Indiana. Coal_Mine_Entries_DNR_IN was compiled by the Indiana Geological Survey (IGS) as part of a contract deliverable for the Abandoned Mine Lands program of the Indiana Department of Natural Resources, Division of Reclamation. Coal_Mine_Entries_DNR_IN incorporates mine entrance locations compiled as part of the Indiana Coal Mine Information System (CMIS), an integrated geographic information system (GIS) and database management system (DBMS) created to store, analyze, and help distribute coal mine data in Indiana. The system contains data for surface and underground coal mines that operated in Indiana from the mid-1830s to 2007. Original source information for Coal_Mine_Entries_DNR_IN includes company mine maps, field maps and notes of IGS geologists, IGS publications, and Reports of the Indiana State Mine Inspector. All mine data included in Coal_Mine_Entries_DNR_IN are organized in a GIS using ESRI ArcGIS software of the Environmental Systems Research Institute (ESRI) on the Windows platform. Scale of source data ranges from 1:4,800 to 1:100,000.""",eng,"","",Indiana. Division of Reclamation|Indiana. Geological Survey,fst00535853|fst00537164,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Geology|Economy,Geology|Coal|2022-creator-sprint,2017,2017-11-15,2017,2017-2017,"Indiana|West Lafayette, Indiana","POLYGON((-87.8657 40.2105, -86.585 40.2105, -86.585 37.8407, -87.8657 37.8407, -87.8657 40.2105))","-87.8657,37.8407,-86.585,40.2105","39.0256,-87.22534999999999",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Coal_Mines_Entries.png,b12775e1-0423-49e8-83f5-804eae4b51be,b12775e1-0423-49e8-83f5-804eae4b51be,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:19 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Geology/Coal_Mines_Entries.zip,,,,,,,http://maps.indiana.edu/previewMaps/Geology/Coal_Mines_Entries.html,,,,,,,,,,,,,,,,
"Underground Coal Mines: Indiana, 2010","","COAL_MINE_UNDERGROUND_DNR_IN.SHP provides the locations of all documented underground coal mines that have operated in the coal region of Indiana since the mid-1880s, up to December 31, 2016. COAL_MINE_UNDERGROUND_DNR_IN.SHP is attributed with mine number (IDNR), map number (IDNR), start dates, and end dates.  The following is excerpted from the metadata provided by IDNR, Division of Reclamation, for the source point feature class named ""SURFACE_AFFECTED"":  ""Coal_Mine_Underground_DNR_IN is a polygon-based ESRI ArcGIS shapefile that shows the location and extent of underground coal mines in the coal region of west-central and southwestern Indiana. Coal_Mine_Underground_DNR_IN includes mine locations from documented underground mines that operated in Indiana since the late 1800s. Coal_Mine_Underground_DNR_IN is attributed to allow the mine polygons to be differentiated based on mine number, source information, and dates of mining.""",eng,"","",Indiana. Division of Reclamation|Indiana. Geological Survey,fst00535853|fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology|Economy,Geology|Coal|2022-creator-sprint,2017,2017-11-15,2017,2017-2017,Indiana,"POLYGON((-88.0651 40.0278, -86.5858 40.0278, -86.5858 37.839, -88.0651 37.839, -88.0651 40.0278))","-88.0651,37.839,-86.5858,40.0278","38.9334,-87.32545",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Coal_Mines_Underground.png,8d658e56-fc51-4b88-9c2e-02ec63de1136,8d658e56-fc51-4b88-9c2e-02ec63de1136,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:25 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Geology/Coal_Mines_Underground.zip,,,,,,,http://maps.indiana.edu/previewMaps/Geology/Coal_Mines_Underground.html,,,,,,,,,,,,,,,,
Underground Storage Tanks: Indiana,"","UST_IDEM_IN is a point shapefile that contains regulated underground storage tank locations (including leaking underground storage tanks) in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of August 16, 2002 and subsequently updated on January 14, 2003, July 11, 2003, June 3, 2004, January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, April 16, 2010, June 25, 2013, and February 25, 2015. The data set provided by IDEM was in an Esri geodatabase format and the feature class was named UST_SITES. UST_IDEM_IN is attributed with facility identifications, federal identification numbers, an attribute delineating which tanks are leaking, and addresses. Facility information and locational coordinates for state programs were provided by the Underground Tank Group within the Office of Land Quality, Indiana Department of Environmental Management.  The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile named UST_SITES:  ""The Underground Storage Tank (UST) program is responsible for registering all regulated underground storage tanks and assures that all regulated underground storage tanks meet Indiana's requirements for release detection, spill and overflow prevention and corrosion protection, and to insure that tanks not meeting those requirements are properly closed. The UST program also assures that these protection systems are operated and maintained properly. Regulated underground storage tanks are those USTs that have 10% or more of the tank and piping buried beneath the ground and contain a regulated substance, which includes either petroleum products or hazardous substances.  Trained staff then went into the field and collected GPS information at managed sites as part of the daily inspection/management process. This information was then brought back to the office, processed, and QA/AC'd before being deposited in acentral archive.""",eng,"","","Indiana Department of Environmental Management, Office of Land Quality",null,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Environment,Hydrology|2022-creator-sprint,2015,2015-02-25,2015,2015-2015,Indiana,"POLYGON((-88.0111 41.7679, -84.7377 41.7679, -84.7377 37.8216, -88.0111 37.8216, -88.0111 41.7679))","-88.0111,37.8216,-84.7377,41.7679","39.79474999999999,-86.37440000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Storage_Tanks_Underground.png,04700599-8e7a-41f1-bc06-be6d97301f7d,04700599-8e7a-41f1-bc06-be6d97301f7d,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:24 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Environment/Storage_Tanks_Underground.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Storage_Tanks_Underground.html,,,,,,,,,,,,,,,,
Voluntary Remediation Program: Indiana,"","VRP_SITES_IDEM_IN is a point shapefile that contains Voluntary Remediation Program site locations in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of August 16, 2002 and subsequently updated on January 14, 2003, July 11, 2003, June 3, 2004, January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, October 20, 2009, April 16, 2010, June 25, 2013, and February 25, 2015. The data set provided by IDEM was in an ESRI geodatabase format and the feature class was named ""VRP_SITES."" VRP_SITES_IDEM_IN is attributed with facility names and federal identification numbers. Facility information and locational coordinates for state programs were provided by the Voluntary Remediation Program within the Office of Land Quality, Indiana Department of Environmental Management.  The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile VRP_SITES:  ""This project is the first phase in the creation of a base locational data set to establish Geographic Information Systems as an integral part of data management for the Voluntary Remediation Program section. Environmental Project Managers were trained in techniques and proper use of Global Positioning Systems.  Trained staff then went into the field and collected GPS information at managed sites. This information was then brought back to the office, processed, and QA/AC'd before being deposited in a central archive.""",eng,"","","Indiana Department of Environmental Management, Office of Land Quality",null,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Environment,Pollution|2022-creator-sprint,2015,2015-02-25,2015,2015-2015,Indiana,"POLYGON((-87.9369 41.7589, -84.7734 41.7589, -84.7734 37.8814, -87.9369 37.8814, -87.9369 41.7589))","-87.9369,37.8814,-84.7734,41.7589","39.82015,-86.35515",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Remediation_Voluntary_Remediation_Program.png,7ff91a6b-8336-4840-a268-b349c54a0b4f,7ff91a6b-8336-4840-a268-b349c54a0b4f,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:24 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Environment/Remediation_Voluntary_Remediation_Program.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Remediation_Voluntary_Remediation_Program.html,,,,,,,,,,,,,,,,
Voting Districts: Indiana,"","TThe following is excerpted from the metadata document produced by the U.S. Census Bureau for the source shapefile of 2010 voting districts in Indiana, named ""tl_2012_18_vtd10.Shp"":  ""The TIGER/Line shapefiles and related database files (.dbf) are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB).  The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line shapefile is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.  Voting district is the generic name for geographic entities such as precincts, wards, and election districts established by State governments for the purpose of conducting elections.  States participating in the 2010 Census Redistricting Data Program as part of Public Law 94-171 (1975) provided the Census Bureau with boundaries, codes, and names for their VTDs.  Each VTD is identified by a 1- to 6-character alphanumeric census code that is unique within county.  For the 2010 Census, Rhode Island is the only State that did not participate in Phase 2 (the Voting District Project) of the Redistricting Data Program and no VTDs exist for this State in the 2010 Census data products.  Note that only Montana and Oregon do not have complete coverage of VTDs for the 2010 Census.""",eng,"","",Indiana. Geological Survey|United States. Bureau of the Census,fst00537164|fst00580803,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Boundaries|Society,Election districts|2022-creator-sprint,2010,2012-09-08,2010,2010-2010,Indiana,"POLYGON((-88.0972 41.7734, -84.6884 41.7734, -84.6884 37.7606, -88.0972 37.7606, -88.0972 41.7734))","-88.0972,37.7606,-84.6884,41.7734","39.766999999999996,-86.3928",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Government/Voting_Districts_2010_USCB.png,3f1aa802-109d-4974-8629-ac53b33ac375,3f1aa802-109d-4974-8629-ac53b33ac375,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:25 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Government/Voting_Districts_2010_USCB.zip,,,,,,,http://maps.indiana.edu/previewMaps/Government/Voting_Districts_2010_USCB.html,,,,,,,,,,,,,,,,
Waste Site Boundaries: Indiana,"","LANDFILL_BOUNDARIES_IDEM_IN.SHP is a polygon shapefile that contains boundaries for open dump sites, approved landfills, and permitted landfills in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of April 8, 2015. The data set provided by IDEM was in an Esri shapefile format and was named ""2015Landfill_Boundaries.SHP."" LANDFILL_BOUNDARIES_IDEM_IN.SHP is attributed with facility names, permit numbers, and calculated area. This dataset is not complete, but comprises the waste boundaries of landfills as a work in progress. IDEM will periodically update and add new boundaries. The closure date for these landfills runs from the late 1960's to today. Most of them are closed, but a number of them are still active today. Most of the boundaries were digitized as estimated from IDEM personnel experience, but many were base on georeferencing survey maps that are submitted by the facility to IDEM. These landfills with more accurate boundaries are indicated by containing an actual value in the attribute field named ""VFC_NO.""",eng,"","","Indiana Department of Environmental Management, Office of Land Quality",null,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Environment,Solid waste|2022-creator-sprint,2015,2015-04-08,2015,2015-2015,Indiana,"POLYGON((-87.6536 41.7428, -84.7606 41.7428, -84.7606 37.917, -87.6536 37.917, -87.6536 41.7428))","-87.6536,37.917,-84.7606,41.7428","39.8299,-86.2071",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Waste_Landfill_Boundaries.png,f9be41f9-d0e0-49f1-858d-12a71d51414e,f9be41f9-d0e0-49f1-858d-12a71d51414e,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:33 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Environment/Waste_Landfill_Boundaries.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Waste_Landfill_Boundaries.html,,,,,,,,,,,,,,,,
"Waste Site Locations for Disposal, Storage and Handling of Solid Waste and Hazardous Waste: Indiana","","WASTE_DISPOSAL_STORAGE_HANDLING_IDEM_IN is a point shapefile that contains waste site locations for the disposal, storage, and handling of solid and hazardous waste in Indiana. It was provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of June 25, 2013 and subsequently updated on February 25, 2015. The data set provided by IDEM was in an Esri geodatabase format, and the feature class was named WasteD_S_H_SWHW. WASTE_DISPOSAL_STORAGE_HANDLING_IDEM_IN is attributed with facility identifications, federal identification numbers, IDEM managing program and sub-program codes, and site names. Facility information and locational coordinates for state programs were provided by the Solid Waste Compliance Section, Office of Land Quality, Indiana Department of Environmental Management.  The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile named WasteD_S_H_SWHW:  ""This project is the first phase in the creation of a base locational data set to establish Geographic Information Systems as an integral part of Solid Waste facilities for the Indiana Department of Environmental Management. Inspectors and Environmental Project Managers were trained in techniques and proper use of Global Positioning Systems.  Solid Waste Complicance Inspectors then went into the field and collected GPS information at managed sites as part of the daily inspection/management of Solid Waste sites.  This information was then brought back to the office, processed, and QA/AC'd before being deposited in a central archive.  The data set also includes address-matched and map-interpolated locations.  These are being upgraded to GPS locations as time allows.""",eng,"","","Indiana Department of Environmental Management, Office of Land Quality",null,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Environment,Solid waste|2022-creator-sprint,2015,2015-02-25,2015,2015-2015,Indiana,"POLYGON((-87.9625 41.7523, -84.7692 41.7523, -84.7692 37.8915, -87.9625 37.8915, -87.9625 41.7523))","-87.9625,37.8915,-84.7692,41.7523","39.8219,-86.36585",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Waste_Disposal_Storage_Handling.png,4e6931a5-5bbf-4ae0-87a0-da1cb53e4512,4e6931a5-5bbf-4ae0-87a0-da1cb53e4512,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:24 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Environment/Waste_Disposal_Storage_Handling.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Waste_Disposal_Storage_Handling.html,,,,,,,,,,,,,,,,
Waste Tire Sites: Indiana,"","WASTE_TIRE_SITES_IDEM_IN is a point shapefile that contains waste tire site locations in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of June 3, 2004 and was subsequently updated on January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, October 20, 2009, April 16, 2010, June 25, 2013, and Feburary 25, 2015. The data set provided by IDEM was in an Esri geodatabase format and the feature class was named ""TIRE_SITES."" WASTE_TIRE_SITES_IDEM_IN is attributed with facility names and federal identification numbers.  The following is excerpted from the metadata provided by IDEM, OLQ for the source feature class TIRE_SITES:  ""This dataset consists of Tire Sites - sites which contain tires - either for processing, for storage, or transport - as well as some illegal tire dumps, as defined by IC 13-11-2-251, IC 13-11-2-252, and IC 13-11-250.5 of the Indiana Code.""",eng,"","","Indiana Department of Environmental Management, Office of Land Quality",null,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Environment,Solid waste|2022-creator-sprint,2015,2015-02-25,2015,2015-2015,Indiana,"POLYGON((-87.488 41.6367, -84.8325 41.6367, -84.8325 37.913, -87.488 37.913, -87.488 41.6367))","-87.488,37.913,-84.8325,41.6367","39.77485,-86.16024999999999",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Waste_Tire_Sites.png,5ae735f7-7ef6-40b2-91e1-4fe293978e8a,5ae735f7-7ef6-40b2-91e1-4fe293978e8a,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:24 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Environment/Waste_Tire_Sites.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Waste_Tire_Sites.html,,,,,,,,,,,,,,,,
"Water Quality Monitoring and Data Summaries Indiana, Derived from EPA BASINS: Indiana","","WATER_QUALITY_STATISTICS_EPA_IN is a point shapefile developed by the USEPA BASINS 3.0 program and edited by Bernardin, Lochmueller and Associates. Points represent monitoring stations attributed as occurring within the state of Indiana or along the Ohio River in Kentucky and Ohio. Joinable tables must be utilized to access data at specific stations for specific parameters.  US Environmental Protection Agency BASINS metadata reports -  ""This data set provides statistical summaries of water quality monitoring for 47 physical and chemical-related parameters. The parameter specific statistics were computed by station for 5-year intervals from 1970 to 1994 and a three year interval from 1995 to 1997. The data are extracted from the U.S. EPA Storage and Retrieval of US Waters Parametric Data (STORET) which is contributed by a number of organizations including federal, state, interstate agencies, universities, contractors, individuals and water laboratories. Data updates are performed weekly. Each provider of data is responsible for the data it submits to STORET. For distribution with BASINS v.2.0, the spatial attributes of the database were prepared in Arcview shape file format while selected relational attributes were prepared in Arcview DBF file format.""",eng,"","",Bernardin-Lochmueller & Associates,null,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Inland waters|Environment|Geology,Hydrology|2022-creator-sprint,2004,2004-03-01,2004,2004-2004,Indiana,"POLYGON((-88.0157 38.5276, -86.8562 38.5276, -86.8562 37.3724, -88.0157 37.3724, -88.0157 38.5276))","-88.0157,37.3724,-86.8562,38.5276","37.95,-87.43594999999999",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Hydrology/Water_Quality_Statistics.png,1d830992-9aba-4694-9e09-9020b82c61af,1d830992-9aba-4694-9e09-9020b82c61af,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:19 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Hydrology/Water_Quality_Statistics.zip,,,,,,,http://maps.indiana.edu/previewMaps/Hydrology/Water_Quality_Statistics.html,,,,,,,,,,,,,,,,
"Water Quality Observation: Summaries, Derived from EPA BASINS: Indiana","","WATER_QUALITY_OBSERVATIONS_EPA_IN is a point shapefile developed by the USEPA BASINS 3.0 program and edited by Bernardin, Lochmueller and Associates. Points represent monitoring stations attributed as occurring within the state of Indiana or along the Ohio River in Kentucky. Joinable tables must be utilized to access data at specific stations for specific parameters.  US Environmental Protection Agency BASINS metadata reports -  ""This data set provides a limited set of raw water quality observation data for the conterminous United States. The data are extracted from the U.S. EPA Storage and Retrieval of US Waters Parametric Data (STORET) which is contributed by a number of organizations including federal, state, interstate agencies, universities, contractors, individuals and water laboratories. Data updates are performed weekly. Each provider of data is responsible for the data it submits to STORET. For distribution with BASINS v.2.0, raw water quality data was extracted from STORET for a maximum of 15 stations per cataloging unit. The WQOBS data were prepared in Arcview shape file format while selected relational attributes were prepared in Arcview DBF file format.""",eng,"","",Bernardin-Lochmueller & Associates,null,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Environment,Hydrology|2022-creator-sprint,2004,2004-01-01,2004,2004-2004,Indiana,"POLYGON((-88.0157 38.5276, -86.8562 38.5276, -86.8562 37.3724, -88.0157 37.3724, -88.0157 38.5276))","-88.0157,37.3724,-86.8562,38.5276","37.95,-87.43594999999999",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Hydrology/Water_Quality_Observations.png,b211007d-1422-4a0b-bbfc-4e0c292d6a71,b211007d-1422-4a0b-bbfc-4e0c292d6a71,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:24 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Hydrology/Water_Quality_Observations.zip,,,,,,,http://maps.indiana.edu/previewMaps/Hydrology/Water_Quality_Observations.html,,,,,,,,,,,,,,,,
Water Wells for Monitoring Ground Water: Indiana,"",This point shapefile was created to display in a geographic information systems (GIS) environment the data points that represent the locations of ground-water monitoring locations in Indiana.,eng,"","",Indiana. Geological Survey|United States Geological Survey (USGS),fst00537164|null,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Geology|Location,Hydrology|Water wellss|2022-creator-sprint,2008,2008-10-22,2008,2008-2008,Indiana,"POLYGON((-88.1606 41.781, -84.6883 41.781, -84.6883 37.7554, -88.1606 37.7554, -88.1606 41.781))","-88.1606,37.7554,-84.6883,41.781","39.7682,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Hydrology/Water_Wells_Observation_Wells.png,4e2aaa85-2139-40a1-aeb6-27b0adffd7ec,4e2aaa85-2139-40a1-aeb6-27b0adffd7ec,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:19 -0500,2023-01-26 11:56:04 -0600,,http://maps.indiana.edu/download/Hydrology/Water_Wells_Observation_Wells.zip,,,,,,,http://maps.indiana.edu/previewMaps/Hydrology/Water_Wells_Observation_Wells.html,,,,,,,,,,,,,,,,
